dteday,season,year,month,hour,weekday,workingday,weather_situation,temp,average_temp,humidity,windspeed,casual,registered,total,total_customers,recency,monetary_value_x,R,F,M,RFM_Score,cluster,frequency,monetary_value_y,r_score,monetary_value
2012-11-18,winter,2012,November,23,Sunday,Holiday,Clear,0.36,0.3485,0.66,0.2239,6,53,59,59,43,59,4,2,2,422,1,728,63941,4,59
2012-11-19,winter,2012,November,0,Monday,Workingday,Clear,0.36,0.3485,0.66,0.2239,5,22,27,27,42,27,4,1,2,412,1,726,39130,4,27
2012-11-19,winter,2012,November,1,Monday,Workingday,Mist,0.36,0.3485,0.66,0.2239,0,19,19,19,42,19,4,1,2,412,1,724,24164,4,19
2012-11-19,winter,2012,November,2,Monday,Workingday,Mist,0.36,0.3333,0.66,0.2537,0,5,5,5,42,5,4,1,1,411,1,715,16352,4,5
2012-11-19,winter,2012,November,3,Monday,Workingday,Mist,0.36,0.3485,0.66,0.2239,0,2,2,2,42,2,4,1,2,412,1,697,8174,4,2
2012-11-19,winter,2012,November,4,Monday,Workingday,Mist,0.36,0.3485,0.66,0.2239,1,11,12,12,42,12,4,1,2,412,1,697,4428,4,12
2012-11-19,winter,2012,November,5,Monday,Workingday,Mist,0.36,0.3485,0.66,0.2239,1,38,39,39,42,39,4,1,2,412,1,717,14261,4,39
2012-11-19,winter,2012,November,6,Monday,Workingday,Mist,0.36,0.3333,0.66,0.2537,3,128,131,131,42,131,4,2,1,421,1,725,55132,4,131
2012-11-19,winter,2012,November,7,Monday,Workingday,Mist,0.36,0.3333,0.66,0.2985,5,381,386,386,42,386,4,4,1,441,1,727,154171,4,386
2012-11-19,winter,2012,November,8,Monday,Workingday,Mist,0.36,0.3333,0.66,0.2985,13,650,663,663,42,663,4,4,1,441,1,727,261001,4,663
2012-11-19,winter,2012,November,9,Monday,Workingday,Mist,0.36,0.3333,0.66,0.2537,18,260,278,278,42,278,4,3,1,431,1,727,159438,4,278
2012-11-19,winter,2012,November,10,Monday,Workingday,Mist,0.36,0.3333,0.66,0.2537,33,106,139,139,42,139,4,2,1,421,1,727,126257,4,139
2012-11-19,winter,2012,November,11,Monday,Workingday,Mist,0.38,0.3939,0.66,0.2537,33,164,197,197,42,197,4,3,2,432,1,727,151320,4,197
2012-11-19,winter,2012,November,12,Monday,Workingday,Mist,0.4,0.4091,0.62,0.2836,35,207,242,242,42,242,4,3,2,432,1,728,184414,4,242
2012-11-19,winter,2012,November,13,Monday,Workingday,Clear,0.44,0.4394,0.54,0.2537,46,205,251,251,42,251,4,3,2,432,1,729,184919,4,251
2012-11-19,winter,2012,November,14,Monday,Workingday,Clear,0.44,0.4394,0.54,0.2537,47,170,217,217,42,217,4,3,2,432,1,729,175652,4,217
2012-11-19,winter,2012,November,15,Monday,Workingday,Clear,0.44,0.4394,0.54,0.194,44,213,257,257,42,257,4,3,2,432,1,729,183149,4,257
2012-11-19,winter,2012,November,16,Monday,Workingday,Clear,0.42,0.4242,0.58,0.2537,55,325,380,380,42,380,4,4,2,442,1,730,227748,4,380
2012-11-19,winter,2012,November,17,Monday,Workingday,Mist,0.42,0.4242,0.58,0.194,33,586,619,619,42,619,4,4,2,442,2,730,336860,4,619
2012-11-19,winter,2012,November,18,Monday,Workingday,Mist,0.4,0.4091,0.58,0.2537,21,559,580,580,42,580,4,4,2,442,2,728,309772,4,580
2012-11-19,winter,2012,November,19,Monday,Workingday,Mist,0.4,0.4091,0.58,0.2836,25,381,406,406,42,406,4,4,2,442,1,728,226789,4,406
2012-11-19,winter,2012,November,20,Monday,Workingday,Mist,0.38,0.3939,0.62,0.2537,7,252,259,259,42,259,4,3,2,432,1,728,164550,4,259
2012-11-19,winter,2012,November,21,Monday,Workingday,Mist,0.38,0.3939,0.54,0.2239,15,188,203,203,42,203,4,3,2,432,1,728,125445,4,203
2012-11-19,winter,2012,November,22,Monday,Workingday,Clear,0.34,0.3485,0.66,0.1045,7,106,113,113,42,113,4,2,2,422,1,728,95612,4,113
2012-11-19,winter,2012,November,23,Monday,Workingday,Clear,0.34,0.3485,0.66,0.1045,2,72,74,74,42,74,4,2,2,422,1,728,63941,4,74
2012-11-20,winter,2012,November,0,Tuesday,Workingday,Clear,0.32,0.3333,0.7,0.1343,3,26,29,29,41,29,4,1,1,411,1,726,39130,4,29
2012-11-20,winter,2012,November,1,Tuesday,Workingday,Clear,0.34,0.3485,0.66,0.1045,3,10,13,13,41,13,4,1,2,412,1,724,24164,4,13
2012-11-20,winter,2012,November,2,Tuesday,Workingday,Mist,0.32,0.3333,0.76,0.0896,0,5,5,5,41,5,4,1,1,411,1,715,16352,4,5
2012-11-20,winter,2012,November,3,Tuesday,Workingday,Mist,0.34,0.3485,0.71,0.1045,0,2,2,2,41,2,4,1,2,412,1,697,8174,4,2
2012-11-20,winter,2012,November,4,Tuesday,Workingday,Mist,0.34,0.3333,0.66,0.194,0,6,6,6,41,6,4,1,1,411,1,697,4428,4,6
2012-11-20,winter,2012,November,5,Tuesday,Workingday,Mist,0.34,0.3333,0.66,0.1343,2,32,34,34,41,34,4,1,1,411,1,717,14261,4,34
2012-11-20,winter,2012,November,6,Tuesday,Workingday,Mist,0.34,0.3333,0.71,0.1642,2,146,148,148,41,148,4,3,1,431,1,725,55132,4,148
2012-11-20,winter,2012,November,7,Tuesday,Workingday,Clear,0.32,0.3333,0.76,0.0896,7,411,418,418,41,418,4,4,1,441,1,727,154171,4,418
2012-11-20,winter,2012,November,8,Tuesday,Workingday,Clear,0.34,0.3333,0.71,0.1343,16,649,665,665,41,665,4,4,1,441,1,727,261001,4,665
2012-11-20,winter,2012,November,9,Tuesday,Workingday,Mist,0.36,0.3788,0.71,0.0,28,298,326,326,41,326,4,4,2,442,0,727,159438,4,326
2012-11-20,winter,2012,November,10,Tuesday,Workingday,Mist,0.4,0.4091,0.66,0.0896,32,144,176,176,41,176,4,3,2,432,0,727,126257,4,176
2012-11-20,winter,2012,November,11,Tuesday,Workingday,Mist,0.42,0.4242,0.67,0.0896,45,160,205,205,41,205,4,3,2,432,0,727,151320,4,205
2012-11-20,winter,2012,November,12,Tuesday,Workingday,Mist,0.42,0.4242,0.67,0.0,70,243,313,313,41,313,4,4,2,442,0,728,184414,4,313
2012-11-20,winter,2012,November,13,Tuesday,Workingday,Mist,0.44,0.4394,0.58,0.0,49,218,267,267,41,267,4,3,2,432,0,729,184919,4,267
2012-11-20,winter,2012,November,14,Tuesday,Workingday,Mist,0.44,0.4394,0.58,0.1045,47,177,224,224,41,224,4,3,2,432,0,729,175652,4,224
2012-11-20,winter,2012,November,15,Tuesday,Workingday,Mist,0.46,0.4545,0.55,0.1045,61,226,287,287,41,287,4,4,2,442,0,729,183149,4,287
2012-11-20,winter,2012,November,16,Tuesday,Workingday,Mist,0.42,0.4242,0.62,0.0896,60,335,395,395,41,395,4,4,2,442,0,730,227748,4,395
2012-11-20,winter,2012,November,17,Tuesday,Workingday,Mist,0.4,0.4091,0.71,0.1642,37,553,590,590,41,590,4,4,2,442,2,730,336860,4,590
2012-11-20,winter,2012,November,18,Tuesday,Workingday,Mist,0.4,0.4091,0.66,0.0896,16,534,550,550,41,550,4,4,2,442,0,728,309772,4,550
2012-11-20,winter,2012,November,19,Tuesday,Workingday,Mist,0.4,0.4091,0.71,0.0,23,361,384,384,41,384,4,4,2,442,0,728,226789,4,384
2012-11-20,winter,2012,November,20,Tuesday,Workingday,Mist,0.38,0.3939,0.76,0.0,11,224,235,235,41,235,4,3,2,432,0,728,164550,4,235
2012-11-20,winter,2012,November,21,Tuesday,Workingday,Clear,0.36,0.3788,0.71,0.0,14,143,157,157,41,157,4,3,2,432,0,728,125445,4,157
2012-11-20,winter,2012,November,22,Tuesday,Workingday,Clear,0.36,0.3788,0.71,0.0,7,115,122,122,41,122,4,2,2,422,0,728,95612,4,122
2012-11-20,winter,2012,November,23,Tuesday,Workingday,Clear,0.32,0.3333,0.81,0.1045,1,82,83,83,41,83,4,2,1,421,1,728,63941,4,83
2012-11-21,winter,2012,November,0,Wednesday,Workingday,Clear,0.34,0.3636,0.81,0.0,1,25,26,26,40,26,4,1,2,412,0,726,39130,4,26
2012-11-21,winter,2012,November,1,Wednesday,Workingday,Clear,0.32,0.3333,0.81,0.1045,1,13,14,14,40,14,4,1,1,411,1,724,24164,4,14
2012-11-21,winter,2012,November,2,Wednesday,Workingday,Clear,0.28,0.2879,0.87,0.1045,2,6,8,8,40,8,4,1,1,411,1,715,16352,4,8
2012-11-21,winter,2012,November,3,Wednesday,Workingday,Clear,0.28,0.2879,0.87,0.1045,0,2,2,2,40,2,4,1,1,411,1,697,8174,4,2
2012-11-21,winter,2012,November,4,Wednesday,Workingday,Clear,0.28,0.2879,0.87,0.1045,0,10,10,10,40,10,4,1,1,411,1,697,4428,4,10
2012-11-21,winter,2012,November,5,Wednesday,Workingday,Clear,0.28,0.2879,0.87,0.1045,1,28,29,29,40,29,4,1,1,411,1,717,14261,4,29
2012-11-21,winter,2012,November,6,Wednesday,Workingday,Clear,0.28,0.303,0.87,0.0896,2,99,101,101,40,101,4,2,1,421,1,725,55132,4,101
2012-11-21,winter,2012,November,7,Wednesday,Workingday,Clear,0.26,0.2879,0.87,0.0896,11,262,273,273,40,273,4,3,1,431,1,727,154171,4,273
2012-11-21,winter,2012,November,8,Wednesday,Workingday,Mist,0.28,0.303,0.81,0.0896,12,539,551,551,40,551,4,4,1,441,1,727,261001,4,551
2012-11-21,winter,2012,November,9,Wednesday,Workingday,Clear,0.32,0.3333,0.76,0.0896,45,320,365,365,40,365,4,4,1,441,1,727,159438,4,365
2012-11-21,winter,2012,November,10,Wednesday,Workingday,Clear,0.36,0.3788,0.62,0.0,22,150,172,172,40,172,4,3,2,432,1,727,126257,4,172
2012-11-21,winter,2012,November,11,Wednesday,Workingday,Clear,0.4,0.4091,0.5,0.194,43,198,241,241,40,241,4,3,2,432,1,727,151320,4,241
2012-11-21,winter,2012,November,12,Wednesday,Workingday,Clear,0.44,0.4394,0.41,0.194,74,270,344,344,40,344,4,4,2,442,2,728,184414,4,344
2012-11-21,winter,2012,November,13,Wednesday,Workingday,Clear,0.44,0.4394,0.35,0.2239,70,295,365,365,40,365,4,4,2,442,2,729,184919,4,365
2012-11-21,winter,2012,November,14,Wednesday,Workingday,Clear,0.46,0.4545,0.33,0.194,84,329,413,413,40,413,4,4,2,442,2,729,175652,4,413
2012-11-21,winter,2012,November,15,Wednesday,Workingday,Clear,0.46,0.4545,0.36,0.0896,68,381,449,449,40,449,4,4,2,442,2,729,183149,4,449
2012-11-21,winter,2012,November,16,Wednesday,Workingday,Clear,0.44,0.4394,0.33,0.1343,59,410,469,469,40,469,4,4,2,442,2,730,227748,4,469
2012-11-21,winter,2012,November,17,Wednesday,Workingday,Clear,0.4,0.4091,0.4,0.1642,41,333,374,374,40,374,4,4,2,442,1,730,336860,4,374
2012-11-21,winter,2012,November,18,Wednesday,Workingday,Clear,0.42,0.4242,0.38,0.1045,24,287,311,311,40,311,4,4,2,442,1,728,309772,4,311
2012-11-21,winter,2012,November,19,Wednesday,Workingday,Clear,0.38,0.3939,0.43,0.194,23,220,243,243,40,243,4,3,2,432,1,728,226789,4,243
2012-11-21,winter,2012,November,20,Wednesday,Workingday,Clear,0.34,0.3485,0.61,0.1045,11,125,136,136,40,136,4,2,2,422,1,728,164550,4,136
2012-11-21,winter,2012,November,21,Wednesday,Workingday,Clear,0.36,0.3788,0.5,0.0,8,97,105,105,40,105,4,2,2,422,1,728,125445,4,105
2012-11-21,winter,2012,November,22,Wednesday,Workingday,Clear,0.34,0.3636,0.49,0.0,6,82,88,88,40,88,4,2,2,422,1,728,95612,4,88
2012-11-21,winter,2012,November,23,Wednesday,Workingday,Clear,0.32,0.3485,0.61,0.0,7,50,57,57,40,57,4,2,2,422,1,728,63941,4,57
2012-11-22,winter,2012,November,0,Thursday,Holiday,Clear,0.32,0.3333,0.66,0.0896,3,43,46,46,39,46,4,2,1,421,1,726,39130,4,46
2012-11-22,winter,2012,November,1,Thursday,Holiday,Clear,0.28,0.303,0.65,0.0896,5,37,42,42,39,42,4,2,1,421,1,724,24164,4,42
2012-11-22,winter,2012,November,2,Thursday,Holiday,Clear,0.24,0.2576,0.75,0.0896,3,15,18,18,39,18,4,1,1,411,1,715,16352,4,18
2012-11-22,winter,2012,November,3,Thursday,Holiday,Clear,0.24,0.2576,0.75,0.1045,0,6,6,6,39,6,4,1,1,411,1,697,8174,4,6
2012-11-22,winter,2012,November,4,Thursday,Holiday,Clear,0.22,0.2273,0.8,0.1343,1,2,3,3,39,3,4,1,1,411,1,697,4428,4,3
2012-11-22,winter,2012,November,5,Thursday,Holiday,Clear,0.24,0.2576,0.75,0.1045,2,6,8,8,39,8,4,1,1,411,1,717,14261,4,8
2012-11-22,winter,2012,November,6,Thursday,Holiday,Clear,0.26,0.2727,0.7,0.1045,2,15,17,17,39,17,4,1,1,411,1,725,55132,4,17
2012-11-22,winter,2012,November,7,Thursday,Holiday,Clear,0.22,0.2273,0.75,0.1343,7,49,56,56,39,56,4,2,1,421,1,727,154171,4,56
2012-11-22,winter,2012,November,8,Thursday,Holiday,Clear,0.24,0.2424,0.75,0.1343,20,77,97,97,39,97,4,2,1,421,1,727,261001,4,97
2012-11-22,winter,2012,November,9,Thursday,Holiday,Clear,0.3,0.3333,0.65,0.0,25,94,119,119,39,119,4,2,1,421,1,727,159438,4,119
2012-11-22,winter,2012,November,10,Thursday,Holiday,Clear,0.36,0.3636,0.57,0.1045,65,154,219,219,39,219,4,3,2,432,1,727,126257,4,219
2012-11-22,winter,2012,November,11,Thursday,Holiday,Clear,0.42,0.4242,0.41,0.0896,89,143,232,232,39,232,4,3,2,432,1,727,151320,4,232
2012-11-22,winter,2012,November,12,Thursday,Holiday,Clear,0.44,0.4394,0.35,0.0,117,145,262,262,39,262,4,3,2,432,2,728,184414,4,262
2012-11-22,winter,2012,November,13,Thursday,Holiday,Clear,0.46,0.4545,0.31,0.0,125,144,269,269,39,269,4,3,2,432,2,729,184919,4,269
2012-11-22,winter,2012,November,14,Thursday,Holiday,Clear,0.48,0.4697,0.29,0.0,125,95,220,220,39,220,4,3,2,432,2,729,175652,4,220
2012-11-22,winter,2012,November,15,Thursday,Holiday,Clear,0.48,0.4697,0.29,0.0,132,96,228,228,39,228,4,3,2,432,2,729,183149,4,228
2012-11-22,winter,2012,November,16,Thursday,Holiday,Clear,0.46,0.4545,0.33,0.0,101,81,182,182,39,182,4,3,2,432,2,730,227748,4,182
2012-11-22,winter,2012,November,17,Thursday,Holiday,Clear,0.44,0.4394,0.35,0.0,66,43,109,109,39,109,4,2,2,422,1,730,336860,4,109
2012-11-22,winter,2012,November,18,Thursday,Holiday,Clear,0.4,0.4091,0.43,0.0,16,54,70,70,39,70,4,2,2,422,1,728,309772,4,70
2012-11-22,winter,2012,November,19,Thursday,Holiday,Clear,0.36,0.3788,0.76,0.0,13,31,44,44,39,44,4,2,2,422,0,728,226789,4,44
2012-11-22,winter,2012,November,20,Thursday,Holiday,Clear,0.34,0.3636,0.71,0.0,15,37,52,52,39,52,4,2,2,422,1,728,164550,4,52
2012-11-22,winter,2012,November,21,Thursday,Holiday,Clear,0.34,0.3485,0.61,0.0896,7,39,46,46,39,46,4,2,2,422,1,728,125445,4,46
2012-11-22,winter,2012,November,22,Thursday,Holiday,Clear,0.32,0.3485,0.61,0.0,8,36,44,44,39,44,4,2,2,422,1,728,95612,4,44
2012-11-22,winter,2012,November,23,Thursday,Holiday,Clear,0.3,0.3333,0.7,0.0,8,28,36,36,39,36,4,1,1,411,1,728,63941,4,36
2012-11-23,winter,2012,November,0,Friday,Workingday,Clear,0.28,0.3182,0.65,0.0,0,32,32,32,38,32,4,1,1,411,1,726,39130,4,32
2012-11-23,winter,2012,November,1,Friday,Workingday,Clear,0.28,0.303,0.81,0.0896,2,11,13,13,38,13,4,1,1,411,1,724,24164,4,13
2012-11-23,winter,2012,November,2,Friday,Workingday,Clear,0.26,0.2879,0.75,0.0896,1,4,5,5,38,5,4,1,1,411,1,715,16352,4,5
2012-11-23,winter,2012,November,3,Friday,Workingday,Clear,0.26,0.303,0.7,0.0,1,0,1,1,38,1,4,1,1,411,1,697,8174,4,1
2012-11-23,winter,2012,November,4,Friday,Workingday,Clear,0.24,0.2576,0.75,0.1045,1,3,4,4,38,4,4,1,1,411,1,697,4428,4,4
2012-11-23,winter,2012,November,5,Friday,Workingday,Clear,0.24,0.2879,0.81,0.0,0,10,10,10,38,10,4,1,1,411,1,717,14261,4,10
2012-11-23,winter,2012,November,6,Friday,Workingday,Clear,0.24,0.2879,0.81,0.0,0,20,20,20,38,20,4,1,1,411,1,725,55132,4,20
2012-11-23,winter,2012,November,7,Friday,Workingday,Clear,0.24,0.2879,0.81,0.0,5,72,77,77,38,77,4,2,1,421,1,727,154171,4,77
2012-11-23,winter,2012,November,8,Friday,Workingday,Clear,0.24,0.2576,0.87,0.0896,11,83,94,94,38,94,4,2,1,421,1,727,261001,4,94
2012-11-23,winter,2012,November,9,Friday,Workingday,Clear,0.28,0.2879,0.75,0.1045,32,80,112,112,38,112,4,2,1,421,1,727,159438,4,112
2012-11-23,winter,2012,November,10,Friday,Workingday,Clear,0.34,0.3333,0.61,0.1642,87,114,201,201,38,201,4,3,1,431,1,727,126257,4,201
2012-11-23,winter,2012,November,11,Friday,Workingday,Clear,0.4,0.4091,0.5,0.194,121,130,251,251,38,251,4,3,2,432,2,727,151320,4,251
2012-11-23,winter,2012,November,12,Friday,Workingday,Clear,0.44,0.4394,0.38,0.2537,186,193,379,379,38,379,4,4,2,442,2,728,184414,4,379
2012-11-23,winter,2012,November,13,Friday,Workingday,Clear,0.46,0.4545,0.38,0.2836,224,200,424,424,38,424,4,4,2,442,2,729,184919,4,424
2012-11-23,winter,2012,November,14,Friday,Workingday,Clear,0.5,0.4848,0.36,0.2537,240,195,435,435,38,435,4,4,2,442,2,729,175652,4,435
2012-11-23,winter,2012,November,15,Friday,Workingday,Clear,0.48,0.4697,0.41,0.2537,233,214,447,447,38,447,4,4,2,442,2,729,183149,4,447
2012-11-23,winter,2012,November,16,Friday,Workingday,Mist,0.48,0.4697,0.41,0.1045,158,199,357,357,38,357,4,4,2,442,2,730,227748,4,357
2012-11-23,winter,2012,November,17,Friday,Workingday,Mist,0.48,0.4697,0.39,0.0896,117,183,300,300,38,300,4,4,2,442,2,730,336860,4,300
2012-11-23,winter,2012,November,18,Friday,Workingday,Mist,0.46,0.4545,0.44,0.0,50,158,208,208,38,208,4,3,2,432,0,728,309772,4,208
2012-11-23,winter,2012,November,19,Friday,Workingday,Mist,0.46,0.4545,0.47,0.1642,33,121,154,154,38,154,4,3,2,432,1,728,226789,4,154
2012-11-23,winter,2012,November,20,Friday,Workingday,Clear,0.46,0.4545,0.41,0.0896,42,100,142,142,38,142,4,2,2,422,1,728,164550,4,142
2012-11-23,winter,2012,November,21,Friday,Workingday,Clear,0.46,0.4545,0.47,0.2537,23,75,98,98,38,98,4,2,2,422,1,728,125445,4,98
2012-11-23,winter,2012,November,22,Friday,Workingday,Clear,0.44,0.4394,0.33,0.5224,16,63,79,79,38,79,4,2,2,422,1,728,95612,4,79
2012-11-23,winter,2012,November,23,Friday,Workingday,Clear,0.42,0.4242,0.38,0.4478,20,47,67,67,38,67,4,2,2,422,1,728,63941,4,67
2012-11-24,winter,2012,November,0,Saturday,Holiday,Clear,0.4,0.4091,0.37,0.4179,9,33,42,42,37,42,4,2,2,422,1,726,39130,4,42
2012-11-24,winter,2012,November,1,Saturday,Holiday,Clear,0.34,0.2879,0.42,0.4925,1,19,20,20,37,20,4,1,1,411,1,724,24164,4,20
2012-11-24,winter,2012,November,2,Saturday,Holiday,Clear,0.32,0.2727,0.39,0.6119,10,22,32,32,37,32,4,1,1,411,1,715,16352,4,32
2012-11-24,winter,2012,November,3,Saturday,Holiday,Clear,0.28,0.2576,0.41,0.3582,6,5,11,11,37,11,4,1,1,411,1,697,8174,4,11
2012-11-24,winter,2012,November,4,Saturday,Holiday,Clear,0.26,0.2121,0.41,0.4478,1,2,3,3,37,3,4,1,1,411,1,697,4428,4,3
2012-11-24,winter,2012,November,5,Saturday,Holiday,Clear,0.26,0.2273,0.41,0.3284,1,2,3,3,37,3,4,1,1,411,1,717,14261,4,3
2012-11-24,winter,2012,November,6,Saturday,Holiday,Clear,0.24,0.2121,0.44,0.2836,1,9,10,10,37,10,4,1,1,411,1,725,55132,4,10
2012-11-24,winter,2012,November,7,Saturday,Holiday,Mist,0.26,0.2273,0.41,0.3284,4,21,25,25,37,25,4,1,1,411,1,727,154171,4,25
2012-11-24,winter,2012,November,8,Saturday,Holiday,Mist,0.26,0.2121,0.44,0.4627,7,55,62,62,37,62,4,2,1,421,1,727,261001,4,62
2012-11-24,winter,2012,November,9,Saturday,Holiday,Mist,0.26,0.2121,0.41,0.4478,26,96,122,122,37,122,4,2,1,421,1,727,159438,4,122
2012-11-24,winter,2012,November,10,Saturday,Holiday,Mist,0.26,0.2273,0.44,0.2985,46,96,142,142,37,142,4,2,1,421,1,727,126257,4,142
2012-11-24,winter,2012,November,11,Saturday,Holiday,Mist,0.28,0.2576,0.41,0.2985,55,131,186,186,37,186,4,3,1,431,1,727,151320,4,186
2012-11-24,winter,2012,November,12,Saturday,Holiday,Mist,0.3,0.2576,0.36,0.6119,53,146,199,199,37,199,4,3,1,431,1,728,184414,4,199
2012-11-24,winter,2012,November,13,Saturday,Holiday,Clear,0.32,0.303,0.36,0.3284,64,161,225,225,37,225,4,3,1,431,1,729,184919,4,225
2012-11-24,winter,2012,November,14,Saturday,Holiday,Clear,0.32,0.2879,0.33,0.4627,58,149,207,207,37,207,4,3,1,431,1,729,175652,4,207
2012-11-24,winter,2012,November,15,Saturday,Holiday,Clear,0.3,0.2727,0.36,0.4627,59,139,198,198,37,198,4,3,1,431,1,729,183149,4,198
2012-11-24,winter,2012,November,16,Saturday,Holiday,Clear,0.28,0.2424,0.38,0.4478,43,127,170,170,37,170,4,3,1,431,1,730,227748,4,170
2012-11-24,winter,2012,November,17,Saturday,Holiday,Clear,0.26,0.2273,0.41,0.3881,29,97,126,126,37,126,4,2,1,421,1,730,336860,4,126
2012-11-24,winter,2012,November,18,Saturday,Holiday,Clear,0.26,0.2273,0.38,0.3881,22,123,145,145,37,145,4,3,1,431,1,728,309772,4,145
2012-11-24,winter,2012,November,19,Saturday,Holiday,Clear,0.26,0.2424,0.41,0.2537,9,74,83,83,37,83,4,2,1,421,1,728,226789,4,83
2012-11-24,winter,2012,November,20,Saturday,Holiday,Clear,0.24,0.2121,0.44,0.2836,3,55,58,58,37,58,4,2,1,421,1,728,164550,4,58
2012-11-24,winter,2012,November,21,Saturday,Holiday,Clear,0.24,0.2273,0.44,0.194,9,66,75,75,37,75,4,2,1,421,1,728,125445,4,75
2012-11-24,winter,2012,November,22,Saturday,Holiday,Clear,0.24,0.2273,0.44,0.2537,7,69,76,76,37,76,4,2,1,421,1,728,95612,4,76
2012-11-24,winter,2012,November,23,Saturday,Holiday,Clear,0.24,0.2273,0.44,0.194,9,48,57,57,37,57,4,2,1,421,1,728,63941,4,57
2012-11-25,winter,2012,November,0,Sunday,Holiday,Clear,0.22,0.2121,0.47,0.2537,3,31,34,34,36,34,4,1,1,411,1,726,39130,4,34
2012-11-25,winter,2012,November,1,Sunday,Holiday,Clear,0.22,0.2273,0.44,0.194,4,32,36,36,36,36,4,1,1,411,1,724,24164,4,36
2012-11-25,winter,2012,November,2,Sunday,Holiday,Clear,0.22,0.197,0.44,0.3582,1,27,28,28,36,28,4,1,1,411,1,715,16352,4,28
2012-11-25,winter,2012,November,3,Sunday,Holiday,Clear,0.22,0.2727,0.44,0.0,0,8,8,8,36,8,4,1,1,411,1,697,8174,4,8
2012-11-25,winter,2012,November,4,Sunday,Holiday,Clear,0.22,0.2727,0.44,0.0,1,1,2,2,36,2,4,1,1,411,1,697,4428,4,2
2012-11-25,winter,2012,November,5,Sunday,Holiday,Mist,0.22,0.2273,0.47,0.1642,0,3,3,3,36,3,4,1,1,411,1,717,14261,4,3
2012-11-25,winter,2012,November,6,Sunday,Holiday,Mist,0.22,0.2424,0.47,0.1045,1,10,11,11,36,11,4,1,1,411,1,725,55132,4,11
2012-11-25,winter,2012,November,7,Sunday,Holiday,Mist,0.22,0.2424,0.51,0.1045,2,19,21,21,36,21,4,1,1,411,1,727,154171,4,21
2012-11-25,winter,2012,November,8,Sunday,Holiday,Mist,0.22,0.2273,0.51,0.194,2,32,34,34,36,34,4,1,1,411,1,727,261001,4,34
2012-11-25,winter,2012,November,9,Sunday,Holiday,Mist,0.24,0.2273,0.48,0.2239,13,83,96,96,36,96,4,2,1,421,1,727,159438,4,96
2012-11-25,winter,2012,November,10,Sunday,Holiday,Clear,0.24,0.2273,0.48,0.2537,15,124,139,139,36,139,4,2,1,421,1,727,126257,4,139
2012-11-25,winter,2012,November,11,Sunday,Holiday,Mist,0.26,0.2576,0.41,0.2239,49,155,204,204,36,204,4,3,1,431,1,727,151320,4,204
2012-11-25,winter,2012,November,12,Sunday,Holiday,Mist,0.26,0.2576,0.41,0.2239,37,165,202,202,36,202,4,3,1,431,1,728,184414,4,202
2012-11-25,winter,2012,November,13,Sunday,Holiday,Mist,0.26,0.2576,0.41,0.1642,37,158,195,195,36,195,4,3,1,431,1,729,184919,4,195
2012-11-25,winter,2012,November,14,Sunday,Holiday,Mist,0.3,0.2879,0.42,0.2537,33,170,203,203,36,203,4,3,1,431,1,729,175652,4,203
2012-11-25,winter,2012,November,15,Sunday,Holiday,Clear,0.3,0.2879,0.42,0.2537,36,209,245,245,36,245,4,3,1,431,1,729,183149,4,245
2012-11-25,winter,2012,November,16,Sunday,Holiday,Clear,0.3,0.2879,0.39,0.2239,25,203,228,228,36,228,4,3,1,431,1,730,227748,4,228
2012-11-25,winter,2012,November,17,Sunday,Holiday,Clear,0.28,0.2727,0.41,0.1642,11,170,181,181,36,181,4,3,1,431,1,730,336860,4,181
2012-11-25,winter,2012,November,18,Sunday,Holiday,Clear,0.26,0.2576,0.44,0.1642,9,132,141,141,36,141,4,2,1,421,1,728,309772,4,141
2012-11-25,winter,2012,November,19,Sunday,Holiday,Clear,0.26,0.303,0.41,0.0,13,114,127,127,36,127,4,2,1,421,1,728,226789,4,127
2012-11-25,winter,2012,November,20,Sunday,Holiday,Clear,0.24,0.2879,0.6,0.0,9,110,119,119,36,119,4,2,1,421,1,728,164550,4,119
2012-11-25,winter,2012,November,21,Sunday,Holiday,Clear,0.26,0.303,0.48,0.0,4,60,64,64,36,64,4,2,1,421,1,728,125445,4,64
2012-11-25,winter,2012,November,22,Sunday,Holiday,Clear,0.24,0.2879,0.6,0.0,3,59,62,62,36,62,4,2,1,421,1,728,95612,4,62
2012-11-25,winter,2012,November,23,Sunday,Holiday,Clear,0.22,0.2576,0.69,0.0896,1,40,41,41,36,41,4,2,1,421,1,728,63941,4,41
2012-11-26,winter,2012,November,0,Monday,Workingday,Clear,0.22,0.2727,0.69,0.0,4,19,23,23,35,23,4,1,1,411,1,726,39130,4,23
2012-11-26,winter,2012,November,1,Monday,Workingday,Clear,0.2,0.2576,0.69,0.0,1,9,10,10,35,10,4,1,1,411,1,724,24164,4,10
2012-11-26,winter,2012,November,2,Monday,Workingday,Clear,0.2,0.2576,0.69,0.0,0,5,5,5,35,5,4,1,1,411,1,715,16352,4,5
2012-11-26,winter,2012,November,3,Monday,Workingday,Clear,0.2,0.2576,0.69,0.0,1,4,5,5,35,5,4,1,1,411,1,697,8174,4,5
2012-11-26,winter,2012,November,4,Monday,Workingday,Clear,0.22,0.2727,0.69,0.0,0,10,10,10,35,10,4,1,1,411,1,697,4428,4,10
